Id,MSSubClass,MSZoning,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinSF2,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,PoolArea,YrSold,SaleType,SaleCondition,SalePrice,Bathrooms,PorchSF
344,120,RL,8849,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,Ex,TA,PConc,0,Ex,Y,1684,0,2,1,1,2,0,2008,WD,Normal,266000,2,72
345,160,RM,2592,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,TA,TA,CBlock,232,TA,Y,536,576,3,1,0,1,0,2010,WD,Normal,85000,2,0
346,50,RL,6435,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,TA,TA,BrkTil,0,Gd,Y,972,605,3,1,1,1,0,2006,WD,Normal,140200,1,0
347,20,RL,12772,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,MetalSd,TA,Gd,CBlock,0,TA,Y,958,0,2,1,0,1,0,2007,WD,Normal,151500,1,0
348,20,RL,17600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,1478,0,3,1,2,2,0,2009,WD,Normal,157500,2,40
349,160,RL,2448,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,764,862,2,1,0,2,0,2008,WD,Normal,154000,3,27
350,60,RL,20431,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CemntBd,Ex,TA,PConc,0,Ex,Y,1848,880,4,1,2,3,0,2006,New,Partial,437154,3,0
351,120,RL,7820,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,Ex,TA,PConc,0,Ex,Y,1869,0,2,1,1,2,0,2007,New,Partial,318061,2,54
352,120,RL,5271,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,Wd Sdng,TA,TA,PConc,0,Gd,Y,1453,0,2,1,1,2,0,2006,WD,Abnorml,190000,2,80
353,50,RL,9084,AllPub,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,TA,TA,CBlock,380,TA,N,616,495,3,1,0,1,0,2008,ConLw,Normal,95000,1,0
354,30,RM,8520,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,VinylSd,TA,Gd,BrkTil,0,Gd,Y,720,0,2,1,0,2,0,2010,WD,Normal,105900,1,0
355,50,RL,8400,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,1192,403,2,1,2,1,0,2006,WD,Normal,140000,1,108
356,20,RL,11249,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,VinylSd,Gd,Gd,PConc,544,Ex,Y,1200,0,3,1,0,2,0,2007,WD,Normal,177500,2,26
357,20,RL,9248,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,HdBoard,TA,TA,PConc,0,Gd,Y,1167,0,3,1,0,2,0,2009,WD,Normal,173000,2,26
358,120,RM,4224,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CemntBd,TA,TA,PConc,0,TA,Y,1142,0,3,1,1,2,0,2007,WD,Normal,134000,2,90
359,80,RL,6930,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,Wd Sdng,TA,TA,CBlock,294,Ex,Y,1352,0,3,1,0,1,0,2006,WD,Abnorml,130000,1,294
360,60,RL,12011,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1086,838,3,1,1,2,0,2006,WD,Normal,280000,3,75
361,85,RL,7540,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,VinylSd,TA,TA,CBlock,0,Ex,Y,912,0,2,1,1,2,0,2007,WD,Normal,156000,1,0
362,50,RL,9144,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,MetalSd,TA,TA,CBlock,0,Gd,Y,988,517,3,1,0,1,0,2008,WD,Normal,145000,1,0
363,85,RL,7301,AllPub,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,HdBoard,Gd,TA,Slab,0,Ex,Y,495,1427,4,1,1,2,0,2009,ConLD,Normal,198500,3,177
364,160,RM,1680,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,HdBoard,TA,TA,CBlock,0,Gd,Y,483,504,2,1,0,1,0,2009,WD,Normal,118000,2,0
365,60,RL,18800,AllPub,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,HdBoard,TA,TA,PConc,0,TA,Y,790,784,3,1,1,2,0,2006,WD,Normal,190000,3,111
366,70,RM,10690,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,VinylSd,TA,Gd,CBlock,0,Gd,Y,672,672,3,1,0,1,0,2009,WD,Normal,147000,1,346
367,20,RL,9500,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,Plywood,TA,TA,CBlock,0,Gd,Y,1394,0,3,1,2,2,0,2009,WD,Normal,159000,2,76
368,80,RL,9150,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Plywood,TA,TA,CBlock,0,Gd,Y,1431,0,3,1,1,1,0,2008,WD,Normal,165000,1,110
369,20,RL,7800,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,TA,TA,PConc,0,Gd,Y,1268,0,2,1,1,1,0,2010,WD,Normal,132000,1,98
370,20,RL,9830,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,Wd Sdng,TA,Gd,CBlock,258,Ex,Y,1287,0,3,1,1,2,0,2010,WD,Normal,162000,1,17
371,60,RL,8121,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,953,711,3,1,1,2,0,2006,WD,Normal,172400,3,40
372,50,RL,17120,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,TA,TA,CBlock,0,TA,Y,1120,468,4,1,1,2,0,2008,WD,Normal,134432,2,59
373,120,RL,7175,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,Plywood,TA,TA,CBlock,121,TA,Y,752,0,2,1,0,1,0,2010,WD,Normal,125000,1,0
374,20,RL,10634,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,TA,TA,PConc,180,TA,Y,1319,0,3,1,0,1,0,2009,WD,Normal,123000,1,0
375,60,RL,8200,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,847,1081,4,1,1,2,0,2007,WD,Normal,219500,3,48
376,30,RL,10020,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,Wd Sdng,Fa,Fa,BrkTil,0,Gd,N,904,0,1,1,0,0,0,2009,WD,Normal,61000,1,0
377,85,RL,8846,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,914,0,2,1,0,2,0,2006,WD,Normal,148000,1,0
378,60,FV,11143,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CemntBd,Gd,TA,PConc,0,Ex,Y,1580,886,4,1,1,2,0,2007,WD,Normal,340000,3,214
379,20,RL,11394,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1856,0,1,1,1,3,0,2010,New,Partial,394432,2,0
380,60,RL,8123,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,1007,793,3,1,1,2,0,2009,WD,Normal,179000,3,63
381,50,RL,5000,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,BrkFace,TA,TA,BrkTil,0,TA,Y,1026,665,3,1,1,1,0,2010,WD,Normal,127000,2,242
382,20,FV,7200,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1301,0,2,1,1,2,0,2006,New,Partial,187750,2,121
383,60,RL,9245,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,939,858,3,1,0,2,0,2007,WD,Normal,213500,3,53
384,45,RH,9000,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,TA,N,784,0,2,1,0,2,0,2009,WD,Normal,76000,1,91
385,60,RL,53107,AllPub,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,HdBoard,Gd,TA,PConc,0,Ex,Y,1079,874,3,1,2,2,0,2007,WD,Normal,240000,3,231
386,120,RL,3182,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1269,0,2,1,1,2,0,2010,WD,Normal,192000,2,20
387,50,RL,8410,AllPub,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,Wd Sdng,TA,Fa,PConc,0,TA,Y,658,526,5,1,0,0,0,2006,WD,AdjLand,81000,1,151
388,80,RL,7200,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,MetalSd,TA,TA,CBlock,0,Ex,Y,1125,0,3,1,1,1,0,2009,WD,Abnorml,125000,1,0
389,20,RL,9382,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1479,0,3,1,0,2,0,2008,WD,Normal,191000,2,25
390,60,RL,12474,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,Ex,TA,PConc,0,Ex,Y,1742,590,3,1,1,3,0,2008,New,Partial,426000,3,134
391,50,RL,8405,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,MetalSd,TA,TA,BrkTil,391,Ex,Y,961,406,4,1,0,1,0,2008,WD,Normal,119000,1,242
392,60,RL,12209,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,804,1157,3,1,1,2,0,2009,WD,Normal,215000,3,192
393,20,RL,8339,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,MetalSd,TA,TA,Slab,0,TA,Y,882,0,3,1,0,1,0,2007,WD,Normal,106500,1,0
394,30,RL,7446,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,WdShing,TA,TA,CBlock,0,TA,Y,788,0,2,1,2,0,0,2006,WD,Abnorml,100000,1,0
395,50,RL,10134,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,TA,TA,CBlock,0,Gd,Y,735,299,2,1,0,1,0,2007,WD,Normal,109000,1,39
396,20,RL,9571,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,Wd Sdng,TA,TA,CBlock,0,TA,Y,1144,0,3,1,0,1,0,2010,WD,Normal,129000,1,0
397,20,RL,7200,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,MetalSd,TA,TA,CBlock,0,TA,Y,894,0,2,1,0,2,0,2009,WD,Normal,123000,1,0
398,60,RL,7590,AllPub,Inside,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,TA,TA,CBlock,0,TA,Y,876,936,4,1,1,1,0,2007,WD,Normal,169500,2,168
399,30,RM,8967,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,MetalSd,TA,Fa,BrkTil,0,Gd,Y,1077,0,2,1,0,1,0,2007,WD,Abnorml,67000,1,0
400,60,FV,8125,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,Gd,TA,PConc,0,Ex,Y,1112,438,2,1,0,2,0,2009,WD,Normal,241000,2,168
401,120,RL,14963,AllPub,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,Gd,TA,PConc,0,Ex,Y,1288,0,1,1,2,2,0,2008,WD,Normal,245500,2,30
402,20,RL,8767,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1310,0,3,1,1,2,0,2006,New,Partial,164990,2,0
403,30,RL,10200,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,Wd Sdng,TA,TA,PConc,0,Ex,Y,672,0,2,1,0,1,0,2008,WD,Normal,108000,1,0
404,60,RL,12090,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,VinylSd,Gd,TA,PConc,0,Gd,Y,1165,1098,4,1,1,2,0,2006,WD,Abnorml,258000,3,123
405,60,RL,10364,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,MetalSd,TA,TA,PConc,0,Gd,Y,806,766,3,1,1,2,0,2007,WD,Normal,168000,3,40
406,20,RL,9991,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,Plywood,TA,TA,CBlock,0,Ex,Y,1620,0,3,1,1,2,0,2009,WD,Normal,150000,2,78
407,50,RL,10480,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,TA,TA,BrkTil,0,Ex,Y,1166,0,3,1,0,1,0,2008,WD,Normal,115000,1,0
408,70,RL,15576,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,Wd Sdng,TA,TA,BrkTil,0,Ex,Y,840,840,4,1,0,1,0,2008,WD,Normal,177000,2,160
409,60,RL,14154,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1071,1101,3,1,1,3,0,2007,New,Partial,280000,3,62
410,60,FV,10800,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1050,1028,3,1,1,3,0,2008,New,Partial,339750,3,102
411,20,RL,9571,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,BrkComm,TA,Fa,CBlock,0,TA,Y,1276,0,3,1,0,1,0,2009,COD,Abnorml,60000,1,0
412,190,RL,34650,AllPub,Inside,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,Wd Sdng,TA,TA,CBlock,0,TA,N,1056,0,3,1,0,2,0,2006,WD,Normal,145000,1,0
413,20,FV,4403,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,Ex,TA,PConc,0,Ex,Y,1478,0,2,1,1,2,0,2010,New,Partial,222000,3,144
414,30,RM,8960,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,WdShing,TA,TA,CBlock,0,Gd,Y,1028,0,2,1,1,2,0,2010,WD,Normal,115000,1,130
415,60,RL,11228,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,Gd,TA,PConc,531,Ex,Y,1080,1017,3,1,1,3,0,2008,WD,Normal,228000,3,187
416,20,RL,8899,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1340,0,3,1,0,2,0,2007,New,Partial,181134,2,30
417,60,RL,7844,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,TA,TA,CBlock,0,TA,Y,672,728,3,1,1,2,0,2006,WD,Normal,149500,2,0
418,70,RL,22420,AllPub,Inside,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,TA,TA,BrkTil,0,TA,N,1370,1254,4,1,1,3,0,2007,WD,Normal,239000,3,0
419,50,RL,8160,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,TA,TA,BrkTil,0,Fa,N,756,378,3,1,0,1,0,2007,WD,AdjLand,126000,2,0
420,20,RL,8450,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,TA,TA,CBlock,0,Ex,Y,1056,0,3,1,1,1,0,2010,WD,Normal,142000,1,269
421,90,RM,7060,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,VinylSd,TA,Gd,PConc,0,Ex,Y,1344,0,2,2,0,4,0,2008,WD,Alloca,206300,2,0
422,20,RL,16635,AllPub,FR2,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CemntBd,Gd,TA,CBlock,0,Gd,Y,1602,0,3,1,1,2,0,2009,WD,Normal,215000,2,0
423,20,RL,21750,AllPub,Inside,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,TA,TA,CBlock,0,Ex,Y,988,0,2,1,0,2,0,2008,WD,Normal,113000,1,0
424,60,RL,9200,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,Gd,TA,PConc,0,Gd,Y,1470,1160,4,1,1,3,0,2008,WD,Normal,315000,3,66
425,20,RL,9000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,TA,TA,CBlock,0,Gd,Y,1196,0,2,1,1,1,0,2008,WD,Normal,139000,1,44
426,60,RM,3378,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,TA,Gd,CBlock,0,Gd,Y,707,682,3,1,2,1,0,2009,WD,Normal,135000,2,126
427,80,RL,12800,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Gd,TA,PConc,0,Gd,Y,1644,0,2,1,1,2,0,2009,WD,Normal,275000,2,0
428,20,RL,8593,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,TA,TA,CBlock,0,Ex,Y,907,0,3,1,0,1,0,2008,WD,Normal,109008,1,0
429,20,RL,6762,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1208,0,2,1,0,2,0,2007,New,Partial,195400,2,54
430,20,RL,11457,AllPub,Corner,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,1412,0,3,1,1,2,0,2009,WD,Normal,175000,2,169
431,160,RM,1680,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,483,504,2,1,0,1,0,2008,COD,Abnorml,85400,2,0
432,50,RM,5586,AllPub,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,MetalSd,TA,TA,BrkTil,0,Gd,Y,1088,110,4,1,0,0,0,2008,ConLD,Abnorml,79900,1,98
433,160,RM,1920,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,TA,TA,CBlock,0,Ex,Y,765,600,2,1,0,2,0,2007,WD,Normal,122500,2,36
434,60,RL,10839,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,926,678,3,1,1,2,0,2008,WD,Normal,181000,3,36
435,180,RM,1890,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CemntBd,TA,Gd,CBlock,0,Gd,Y,630,0,1,1,0,0,0,2008,WD,Normal,81000,1,0
436,60,RL,10667,AllPub,CulDSac,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,Gd,TA,PConc,344,Ex,Y,827,834,3,1,1,2,0,2009,ConLw,Normal,212000,3,61
437,50,RM,4400,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,Stucco,TA,TA,BrkTil,0,TA,Y,734,384,2,1,0,2,0,2006,WD,Normal,116000,1,0
438,45,RM,6000,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Gd,TA,PConc,0,Gd,Y,904,0,2,1,0,1,0,2009,WD,Normal,119000,1,105
439,30,RL,4280,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,TA,TA,PConc,0,TA,N,694,0,2,1,1,1,0,2007,WD,Normal,90350,1,34
440,50,RL,12354,AllPub,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,TA,TA,BrkTil,0,Gd,Y,684,512,3,1,0,2,0,2009,ConLI,Normal,110000,1,46
441,20,RL,15431,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,VinylSd,Ex,TA,PConc,539,Ex,Y,2402,0,2,1,2,3,0,2009,WD,Normal,555000,2,72
442,90,RL,12108,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,TA,TA,CBlock,0,TA,N,1440,0,4,2,0,0,0,2008,WD,Normal,118000,2,0
443,50,RM,6240,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,TA,TA,PConc,0,TA,Y,1128,445,3,1,1,2,0,2008,WD,Normal,162900,2,0
444,120,RL,3922,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,Gd,TA,PConc,0,Ex,Y,1258,0,2,1,1,3,0,2007,New,Partial,172500,2,16
445,60,RL,8750,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,Gd,Gd,PConc,0,Ex,Y,933,975,4,1,1,2,0,2008,WD,Normal,210000,3,133
446,20,RL,9855,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,TA,TA,CBlock,0,Fa,Y,1689,0,3,1,1,2,0,2009,COD,Normal,127500,1,0
447,20,RL,16492,AllPub,Corner,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Gd,TA,CBlock,713,Ex,Y,1888,0,2,1,1,2,0,2010,WD,Normal,190000,3,0
448,60,RL,11214,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,Gd,TA,PConc,0,Gd,Y,956,930,4,1,1,2,0,2006,WD,Normal,199900,3,0
449,50,RM,8600,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,TA,TA,BrkTil,0,TA,Y,780,596,3,1,1,1,0,2006,WD,Normal,119500,2,0
450,50,RM,6000,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,TA,Gd,CBlock,0,Ex,Y,679,504,2,1,0,1,0,2007,WD,Normal,120000,2,176
451,30,RM,5684,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,TA,TA,BrkTil,0,Ex,Y,813,0,2,1,0,1,0,2006,WD,Normal,110000,1,113
452,20,RL,70761,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1533,0,2,1,2,2,0,2006,WD,Normal,280000,2,54
453,60,RL,9303,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,888,868,3,1,0,2,0,2007,WD,Normal,204000,3,122
454,60,FV,9000,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,786,804,3,1,0,2,0,2009,WD,Normal,210000,3,30
455,90,RL,9297,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1728,0,4,2,0,2,0,2006,WD,Family,188000,2,0
456,20,RL,9600,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,TA,TA,CBlock,0,Fa,Y,1242,0,3,1,1,2,0,2007,WD,Normal,175500,2,0
457,70,RM,4571,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,AsbShng,TA,TA,BrkTil,0,Fa,N,624,720,4,1,0,3,0,2008,COD,Abnorml,98000,1,96
458,20,RL,53227,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Plywood,TA,TA,CBlock,0,Ex,Y,1663,0,2,1,2,2,0,2008,WD,Normal,256000,1,137
459,70,RM,5100,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,Stucco,TA,Gd,PConc,0,Fa,Y,833,833,3,1,1,1,0,2008,WD,Normal,161000,1,63
460,50,RL,7015,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,MetalSd,TA,TA,CBlock,0,TA,Y,979,224,3,1,1,1,0,2009,WD,Normal,110000,1,248
461,60,FV,8004,AllPub,Inside,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,832,1103,3,1,0,2,0,2009,New,Partial,263435,3,150
462,70,RL,7200,AllPub,Inside,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,Wd Sdng,Gd,Gd,PConc,210,Ex,Y,575,560,3,1,0,2,0,2009,WD,Normal,155000,1,0
463,20,RL,8281,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,TA,TA,CBlock,311,Gd,Y,864,0,3,1,1,1,0,2009,WD,Normal,62383,1,236
